sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
assembly	chromosome	-	-	contig_54	30271	0.6097254798321826	6de32eee3f623e83452db891acb8a9a7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_55	57771	0.6270793304599194	e0b52fc040131f44cdf4ca1239b8b0f7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_56	71004	0.6150216889189342	ef41abe196ef60797d552d5207f36051	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_57	154678	0.6017403897128227	b10140223ada312fa7b3b996a4ad2647	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_58	38522	0.6190228960074763	99a73964d111127135fe94212dd9e08b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_6	126571	0.5993078983337415	2d3977c8ad74fef9e3da4837bd06113e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_67	215945	0.6049364421496214	4a55672841c54acc7ad5f7a46bd59b44	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_7	181142	0.616516324209736	fb7f230a9875580c2ea84e4c737fffe6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_72	69083	0.5832404498936062	07a1e5ce6d0a898ff8c7bbb9f55d0c1e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_73	93398	0.6122936251311591	9945f1895d83f31cc06c2e729f1ac181	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_74	39412	0.6076321932406373	7068238434a1fcc1f0d2694fdbf0ac12	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_76	16456	0.6206246961594555	966586e8fe665cfe2966bb906144fdb7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_78	1955	0.6419437340153452	fec876e0d3ef7b243669c79258a843ea	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_79	3089	0.65846552282292	1e19a5f6f338eb98036e1613c48a92dc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_8	14126	0.6155316437774316	b6fc6b5adc7c5c3934a9f77614588155	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_80	6505	0.6514988470407379	9fb40d1ebe33185f48e7355a93a5fece	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_81	11500	0.5880869565217391	ddb4e1acc8bdac5f20e8b93bd9c2e5cc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_82	11362	0.6276183770462946	9e82f2337af36f66c5ea4cd656d4abf8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_83	20017	0.6024878852974971	34911a45cae274aa35bef7fd424036e1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_84	9213	0.597308151525019	e79da6b45bb75f9135be59a2de1f5775	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_85	7976	0.5900200601805417	a6f8b8514f7bd2e20ecbf6d4b460bb6d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_86	7816	0.6444472876151485	3693b9ad0f845d6b704e115cc9074782	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_87	5610	0.6429590017825312	96a24e61d2433fb519de16fd9da8079c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_88	38557	0.6201727312809606	2186ece6a81ef97f37994324fbca6fad	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_9	10918	0.611558893570251	e439c8a0cdc452e88f0cd2fb482c5c6f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_90	43539	0.6215347160017456	ddff080c686d9eb27a5964bb33387eee	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_91	88484	0.6201121106640749	f0568bd168842bd049e1633da7ecd0da	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_92	161813	0.612991539616718	5cfb0f8296d22d6f024f1b7c4e4ffd6d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_93	59233	0.5985514831259602	c8873d1aee0d378863dcaeebb64dc2c6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_94	54364	0.6147266573467736	6dff69a2a0bcfd7e37b21eced50a95d5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_95	135321	0.6085677758810532	4423625e583869e40aa2726ba5bf383c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_96	18573	0.6071178592580628	a8e62db28fc598156da7c3c3d2a57917	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_97	212677	0.6017858066457585	1b31848cce0fa9185a9eba0aef496e27	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_98	7667	0.6145819746967524	eaf7f189ab39465854562fae5c5b73c5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_99	51276	0.5985061237225993	aa27a03ca5e0ef93c74bb72ad3ecf78a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
